Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [okbooks],Price [okbooks],In stock [okbooks],Low stock [okbooks]
000-3-ชิ้น-100-บาท,11530,000 3 ชิ้น 100 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,100.00,,
000-ค่าห่อของขวัญ-10-บาท,11579,000 ค่าห่อของขวัญ 10 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,10.00,,
000-คูปอง-ห่อของขวัญฟรี-(กล่องสำเร็จ)-ถึงวันที่-10/1/2568,12804,000 คูปอง ห่อของขวัญฟรี (กล่องสําเร็จเล็ก) ถึงวันที่ 10/1/2568,,,N,,,,,,,0.00,,,,N,Y,0.00,,
0000-ชื่อ-......................................................,12809,0000 ชื่อ ......................................................,,,N,,,,,,,0.00,,,,N,Y,0.00,,
สายรุ้งปีใหม่-20-บาท(6แถม1),11519,000สายรุ้งปีใหม่ 20 บาท(6แถม1),ราคา,,N,,,,,,,0.00,,,,N,Y,120.00,,
สายรุ้งปีใหม่-25-บาท(6แถม1),11521,000สายรุ้งปีใหม่ 25 บาท(6แถม1),ราคา,,N,,,,,,,0.00,,,,N,Y,150.00,,
สายรุ้งปีใหม่-30-บาท(6แถม1),11520,000สายรุ้งปีใหม่ 30 บาท(6แถม1),ราคา,,N,,,,,,,0.00,,,,N,Y,180.00,,
000โหลละ-100-บาท,11522,000โหลละ 100 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,100.00,,
000โหลละ-105-บาท,11480,000โหลละ 105 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,105.00,,
000โหลละ-210-บาท,11482,000โหลละ 210 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,210.00,,
โหลละ-50-บาท,11479,000โหลละ 50 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,50.00,,
000โหลละ-55-บาท,11481,000โหลละ 55 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,55.00,,
1 บาท,10633,001 บาท,ราคา,,N,,,,,,,0.00,10001,,,Y,Y,1.00,9769.000,0.000
2 บาท,10634,002 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,2.00,9640.000,0.000
3 บาท,10635,003 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,3.00,9729.000,0.000
4 บาท,10636,004 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,4.00,9820.000,0.000
5 บาท,10637,005 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,5.00,3704.000,0.000
6 บาท,10638,006 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,6.00,9454.000,0.000
7 บาท,10639,007 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,7.00,9095.000,0.000
8 บาท,10640,008 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,8.00,9663.000,0.000
9 บาท,10641,009 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,9.00,9522.000,0.000
10 บาท,10642,010 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,10.00,2913.000,0.000
12 บาท,10643,012 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,12.00,8345.000,0.000
013-บาท,11115,013 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,13.00,,
014,11507,014 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,14.00,,
15 บาท,10644,015 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,15.00,4450.000,0.000
16 บาท,10645,016 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,16.00,9621.000,0.000
017,11242,017 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,17.00,,
18 บาท,10648,018 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,18.00,9781.000,0.000
19 บาท,10646,019 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,19.00,9717.000,0.000
20 บาท,10647,020 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,20.00,1441.000,0.000
22-บาท,11419,022 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,22.00,,
023-บาท,11116,023 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,23.00,,
24 บาท,10649,024 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,24.00,9834.000,0.000
25 บาท,10650,025 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,25.00,3849.000,0.000
027,11576,027 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,27.00,,
028,10987,028 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,28.00,99950.000,0.000
29 บาท,10651,029 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,29.00,7905.000,0.000
30 บาท,10652,030 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,30.00,7499.000,0.000
32 บาท,10653,032 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,32.00,9959.000,0.000
35 บาท,10654,035 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,35.00,7832.000,0.000
36 บาท,10726,036 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,36.00,9977.000,0.000
038,11318,038 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,38.00,,
39 บาท,10655,039 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,39.00,9003.000,0.000
40 บาท,10656,040 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,40.00,9356.000,0.000
42 บาท,10657,042 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,42.00,9981.000,0.000
044-บาท,13200,044 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,44.00,,
45 บาท,10658,045 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,45.00,9573.000,0.000
048-บาท,11117,048 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,48.00,,
49 บาท,10659,049 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,49.00,9691.000,0.000
50 บาท,10660,050 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,50.00,8831.000,0.000
52 บาท,10661,052 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,52.00,9990.000,0.000
55 บาท,10662,055 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,55.00,9768.000,0.000
56 บาท,10805,056 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,56.00,9997.000,0.000
59 บาท,10663,059 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,59.00,9380.000,0.000
60 บาท,10664,060 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,60.00,9362.000,0.000
65 บาท,10665,065 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,65.00,9909.000,0.000
69 บาท,10666,069 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,69.00,9658.000,0.000
70 บาท,10667,070 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,70.00,9838.000,0.000
75 บาท,10668,075 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,75.00,9902.000,0.000
79 บาท,10669,079 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,79.00,9669.000,0.000
80 บาท,10670,080 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,80.00,9705.000,0.000
85 บาท,10671,085 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,85.00,9973.000,0.000
89 บาท,10672,089 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,89.00,9971.000,0.000
90 บาท,10673,090 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,90.00,9632.000,0.000
95 บาท,10674,095 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,95.00,9989.000,0.000
99 บาท,10675,099 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,99.00,9833.000,0.000
100 บาท,10676,100 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,100.00,9282.000,0.000
105 บาท,10677,105 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,105.00,9991.000,0.000
109 บาท,10678,109 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,109.00,9958.000,0.000
110 บาท,10679,110 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,110.00,9942.000,0.000
115 บาท,10680,115 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,115.00,9964.000,0.000
119-บาท,11578,119 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,119.00,,
120 บาท,10681,120 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,120.00,9563.000,0.000
125 บาท,10682,125 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,125.00,9973.000,0.000
129 บาท,10683,129 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,129.00,9826.000,0.000
130 บาท,10684,130 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,130.00,9988.000,0.000
135 บาท,10685,135 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,135.00,9951.000,0.000
139 บาท,10686,139 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,139.00,9909.000,0.000
140 บาท,10687,140 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,140.00,9941.000,0.000
144,11417,144 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,144.00,,
145 บาท,10688,145 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,145.00,9964.000,0.000
149 บาท,10689,149 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,149.00,9974.000,0.000
150 บาท,10690,150 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,150.00,9654.000,0.000
155 บาท,10691,155 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,155.00,9999.000,0.000
159 บาท,10692,159 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,159.00,9847.000,0.000
160 บาท,10693,160 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,160.00,9931.000,0.000
165 บาท,10694,165 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,165.00,9998.000,0.000
169 บาท,10695,169 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,169.00,9966.000,0.000
170 บาท,10696,170 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,170.00,9973.000,0.000
175 บาท,10697,175 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,175.00,9995.000,0.000
179 บาท,10698,179 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,179.00,9900.000,0.000
180 บาท,10699,180 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,180.00,9957.000,0.000
185 บาท,10700,185 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,185.00,9995.000,0.000
189 บาท,10701,189 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,189.00,9977.000,0.000
190 บาท,10702,190 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,190.00,9933.000,0.000
195 บาท,10703,195 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,195.00,10000.000,0.000
199 บาท,10704,199 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,199.00,9834.000,0.000
200 บาท,10705,200 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,200.00,9840.000,0.000
209-บาท,11795,209 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,209.00,,
216 บาท,10727,216 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,216.00,9999.000,0.000
220 บาท,10706,220 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,220.00,9895.000,0.000
225,10975,225 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,225.00,9995.000,0.000
229 บาท,10707,229 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,229.00,9985.000,0.000
230 บาท,10708,230 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,230.00,9941.000,0.000
235,11564,235,ราคา,,N,,,,,,,0.00,,,,N,Y,235.00,,
239 บาท,10709,239 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,239.00,9996.000,0.000
240 บาท,10710,240 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,240.00,9994.000,0.000
245 บาท,10711,245 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,245.00,9997.000,0.000
249 บาท,10712,249 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,249.00,9982.000,0.000
2490,12805,2490,ราคา,,N,,,,,,,0.00,,,,N,Y,2490.00,,
250 บาท,10713,250 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,250.00,9864.000,0.000
255 บาท,10714,255 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,255.00,10000.000,0.000
259 บาท,10715,259 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,259.00,9966.000,0.000
260 บาท,10716,260 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,260.00,9999.000,0.000
270 บาท,10717,270 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,270.00,9978.000,0.000
279 บาท,10718,279 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,279.00,9998.000,0.000
280 บาท,10719,280 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,280.00,9991.000,0.000
289 บาท,10720,289 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,289.00,10000.000,0.000
290 บาท,10721,290 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,290.00,9929.000,0.000
299 บาท,10722,299 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,299.00,9937.000,0.000
300 บาท,10723,300 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,300.00,9988.000,0.000
320 บาท,10724,320 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,320.00,9989.000,0.000
329,12423,329,ราคา,,N,,,,,,,0.00,,,,N,Y,329.00,,
350 บาท,10725,350 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,350.00,9943.000,0.000
359-บาท,12424,359 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,359.00,,
380,11092,380 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,380.00,,
390 บาท,10728,390 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,390.00,9959.000,0.000
399 บาท,10729,399 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,399.00,9989.000,0.000
400 บาท,10730,400 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,400.00,9995.000,0.000
420-บาท,12108,420 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,420.00,,
450 บาท,10731,450 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,450.00,9986.000,0.000
490 บาท,10732,490 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,490.00,9992.000,0.000
499 บาท,10733,499 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,499.00,9998.000,0.000
500 บาท,10734,500 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,500.00,9984.000,0.000
590 บาท,10735,590 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,590.00,9984.000,0.000
650,11286,650 บาท,ราคา,,N,,,,,,,0.00,,,,Y,Y,650.00,-14.000,0.000
690,12605,690,ราคา,,N,,,,,,,0.00,,,,N,Y,690.00,,
745,11114,745 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,745.00,,
750,11426,750 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,750.00,,
790,11290,790 บาท,ราคา,,N,,,,,,,0.00,,,,N,Y,790.00,,
7950,12431,7950,ราคา,,N,,,,,,,0.00,,,,N,Y,7950.00,,
cat-ถ้วย-1-onz.-50-ใบ,13338,Cat ถ้วย 1 onz. 50 ใบ,บรรจุภัณฑ์,,N,,,,,,,17.48,,,,N,Y,25.00,,
cat-ถ้วย-2-onz.-50-ใบ,13220,Cat ถ้วย 2 onz. 50 ใบ,บรรจุภัณฑ์,,N,,,,,,,18.00,,,,N,Y,25.00,,
cat-ถ้วย-3-onz.-50-ใบ,13339,Cat ถ้วย 3 onz. 50 ใบ,บรรจุภัณฑ์,,N,,,,,,,22.00,,,,N,Y,30.00,,
cpw-ถาด-no.1--3.5*3.5-ขาว-100-ใบ,13225,CPW ถาด no.1  3.5*3.5 ขาว 100 ใบ,บรรจุภัณฑ์,,N,,,,,,,66.00,,,,N,Y,85.00,,
cpw-ถาด-no.2-4*6--ขาว-100-ใบ,13226,CPW ถาด no.2 4*6  ขาว 100 ใบ,บรรจุภัณฑ์,,N,,,,,,,73.00,,,,N,Y,95.00,,
cpw-ถาด-no.2-4*6--ลาย-100-ใบ,13227,CPW ถาด no.2 4*6  ลาย 100 ใบ,บรรจุภัณฑ์,,N,,,,,,,78.00,,,,N,Y,99.00,,
dual-usb-drive-3.0-sandisk-16gb,11393,Dual USB Drive 3.0 SanDisk 16GB,IT,,N,,,,,,,0.00,619659143480,,,N,Y,350.00,,
flying-disc,13295,Flying disc,ของเล่น,,N,,,,,,,45.00,,,,N,Y,100.00,,
micro-sd-card-sandisk-ultra-32gb,11394,Micro SD Card SanDisk Ultra 32GB,IT,,N,,,,,,,0.00,619659161651,,,N,Y,250.00,,
micro-sd-card-sandisk-ultra-64gb,12898,Micro SD Card SanDisk Ultra 64GB,เครื่องเขียน,,N,,,,,,,0.00,619659185077,,,N,Y,290.00,,
parkinglot-no.th344,12006,Parkinglot no.TH344,ของเล่น,,N,,,,,,,145.00,6267993413093,,,N,Y,299.00,,
sonaxน้ำมันอเนกประสงค์-150ml,11554,SONAXน้ำมันอเนกประสงค์ 150ml,เครื่องมือช่าง,,N,,,,,,,0.00,8851282303028,,,N,Y,125.00,,
sonaxน้ำมันอเนกประสงค์-200ml,11553,SONAXน้ำมันอเนกประสงค์ 200ml,เครื่องมือช่าง,,N,,,,,,,0.00,8851282303035,,,N,Y,135.00,,
sonaxน้ำมันอเนกประสงค์-300ml,11552,SONAXน้ำมันอเนกประสงค์ 300ml,เครื่องมือช่าง,,N,,,,,,,0.00,,,,N,Y,155.00,,
sonaxน้ำมันอเนกประสงค์-400ml,11551,SONAXน้ำมันอเนกประสงค์ 400ml,เครื่องมือช่าง,,N,,,,,,,0.00,8851282303004,,,N,Y,175.00,,
sonaxน้ำมันอเนกประสงค์,11550,SONAXน้ำมันอเนกประสงค์ 500ml,เครื่องมือช่าง,,N,,,,,,,0.00,8851282202994,,,N,Y,195.00,,
กบเหลา-2-บาท-24ตัว,10977,กบเหลา 2 บาท 24ตัว,เครื่องเขียน,,N,,,,,,,15.00,,,,N,Y,40.00,,
กบเหลาหมุน-hy2512,11940,กบเหลาหมุน HY2512,เครื่องเขียน,,N,,,,,,,30.00,6920000021260,,,N,Y,99.00,,
กบเหลาหมุน-no.801,12958,กบเหลาหมุน no.801,เครื่องเขียน,,N,,,,,,,35.00,6955390100493,,,N,Y,99.00,,
กบเหลาหมุน-นักบินอวกาศ-no.8611,12626,กบเหลาหมุน นักบินอวกาศ no.8611,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,150.00,,
กบเหลาหมุน-ลิง-0100,11941,กบเหลาหมุน ลิง 0100,เครื่องเขียน,,N,,,,,,,0.00,6936380611007,,,N,Y,150.00,,
กบเหลาหมุนb2465,11939,กบเหลาหมุนB2465,เครื่องเขียน,,N,,,,,,,0.00,6918730085386,,,N,Y,150.00,,
กบเหลาหมุนผึ้ง-rc9017,11943,กบเหลาหมุนผึ้ง RC9017,เครื่องเขียน,,N,,,,,,,0.00,6928114190179,,,N,Y,180.00,,
กบเหลาหมุนหุ่นยนต์-0605,11944,กบเหลาหมุนหุ่นยนต์ 0605,เครื่องเขียน,,N,,,,,,,0.00,6952541306056,,,N,Y,200.00,,
กบเหลาหมุนเวสป้า,11942,กบเหลาหมุนเวสป้า,เครื่องเขียน,,N,,,,,,,0.00,6952541306032,,,N,Y,190.00,,
กบเหลาหมุนเหล็ก-elm-147,11945,กบเหลาหมุนเหล็ก ELM-147,เครื่องเขียน,,N,,,,,,,0.00,6940469500540,,,N,Y,350.00,,
กบเหลาหมุนเหล็ก-mtec-a5c-plus,12418,กบเหลาหมุนเหล็ก MTEC A5C Plus,เครื่องเขียน,,N,,,,,,,195.00,,,,N,Y,299.00,,
กบเหลาหมุนเหล็ก-mtec-a5cmini,11946,กบเหลาหมุนเหล็ก MTEC A5Cmini,เครื่องเขียน,,N,,,,,,,140.00,,,,N,Y,220.00,,
กบเหลาหมุนเหล็กcarl-angel-5,11947,กบเหลาหมุนเหล็กCARL Angel-5,เครื่องเขียน,,N,,,,,,,0.00,4971760001032,,,N,Y,variable,,
กรรไกร--ตราช้าง-3-1/2นิ้ว,11145,กรรไกร  ตราช้าง 3 1/2นิ้ว 0235แฟนซี,เครื่องเขียน,,N,,,,,,,0.00,8851907167486,,,Y,Y,30.00,2.000,0.000
กรรไกร--ตราช้าง-5นิ้ว-แฟนซี,11146,กรรไกร  ตราช้าง 5นิ้ว แฟนซี,เครื่องเขียน,,N,,,,,,,0.00,8851907173388,,,N,Y,45.00,,
กรรไกร--ตราช้าง-8นิ้ว-ofb0480,12421,กรรไกร  ตราช้าง 8นิ้ว OFB0480,เครื่องเขียน,,N,,,,,,,0.00,8851907136918,,,N,Y,45.00,,
กรรไกร--ตราช้าง-8นิ้ว-ofe1380np,11142,กรรไกร  ตราช้าง 8นิ้ว OFE0380,เครื่องเขียน,,N,,,,,,,0.00,8851907129125,,,Y,Y,50.00,10.000,0.000
กรรไกร--ตราช้าง-9นิ้ว-ofe0590,12420,กรรไกร  ตราช้าง 9นิ้ว OFB0590,เครื่องเขียน,,N,,,,,,,0.00,8851907136925,,,N,Y,50.00,,
กรรไกร--แฟนซี-4นิ้ว,11147,กรรไกร  แฟนซี 4นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,20.00,,
"กรรไกร-1407-7""--3m",13213,"กรรไกร 1407 7""  3M",เครื่องเขียน,,N,,,,,,,0.00,051135208281,,,N,Y,70.00,,
กรรไกร-7นิ้ว-no.970,11144,กรรไกร 7นิ้ว No.970,เครื่องเขียน,,N,,,,,,,0.00,6423158123454,,,Y,Y,15.00,9.000,0.000
"กรรไกร-9""1/2-seikai",11425,"กรรไกร 9""1/2 SEIKAI no.se201",เครื่องเขียน,,N,,,,,,,100.00,8851664061386,,,Y,Y,199.00,4.000,0.000
กรรไกร-deli-6009-s,13243,กรรไกร deli 6009-s 180mm,เครื่องเขียน,,N,,,,,,,32.00,,,,N,Y,80.00,,
กรรไกร-deli-7-1/2-นิ้ว190mm,11134,กรรไกร deli 7 1/2 นิ้ว190mm,เครื่องเขียน,,N,,,,,,,0.00,6921734960016,,,N,Y,90.00,,
กรรไกร-deli-7-2/3-นิ้ว195mm,11133,กรรไกร deli 7 2/3 นิ้ว195mm,เครื่องเขียน,,N,,,,,,,0.00,6921734960023,,,N,Y,80.00,,
กรรไกร-deli-m610-180mm,13294,กรรไกร deli m610 180mm,เครื่องเขียน,,N,,,,,,,29.00,,,,N,Y,70.00,,
กรรไกร-deli-no.6018-นิ้ว155mm,11136,กรรไกร deli No.6018 นิ้ว155mm,เครื่องเขียน,,N,,,,,,,0.00,6921734960184,,,N,Y,60.00,,
กรรไกร-deli-no.6026-นิ้ว170mm,12608,กรรไกร deli No.6026 นิ้ว170mm,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,70.00,,
กรรไกร-deli-no.6026-นิ้ว172mm,11135,กรรไกร deli No.6026 นิ้ว172mm,เครื่องเขียน,,N,,,,,,,0.00,6921734960269,,,N,Y,70.00,,
กรรไกร-deli-no.77762-นิ้ว210mm,13022,กรรไกร deli No.77762 นิ้ว210mm,เครื่องเขียน,,N,,,,,,,80.00,,,,N,Y,120.00,,
กรรไกร-ms-9-นิ้ว-235mm.,11139,กรรไกร MS 9 นิ้ว 235mm.,เครื่องเขียน,,N,,,,,,,80.00,A01034002,,,N,Y,145.00,,
กรรไกร-scotch-3m-7นิ้ว-cat1427,11303,กรรไกร Scotch 3M 7นิ้ว Cat1427,เครื่องเขียน,,N,,,,,,,0.00,051135208311,,,N,Y,80.00,,
กรรไกร-scotch-3m-8นิ้ว-cat1408,11138,กรรไกร Scotch 3M 8นิ้ว Cat1408,เครื่องเขียน,,N,,,,,,,0.00,051135208304,,,Y,Y,80.00,10.000,0.000
กรรไกร-scotch-3m-8นิ้ว-cat1428,11137,กรรไกร Scotch 3M 8นิ้ว Cat1428,เครื่องเขียน,,N,,,,,,,0.00,051135208335,,,Y,Y,100.00,9.000,0.000
กรรไกร-solo-8.3นิ้ว-no955,11195,กรรไกร Solo 8.3นิ้ว No955,เครื่องเขียน,,N,,,,,,,0.00,8852198246904,,,N,Y,135.00,,
"กรรไกร-solo-9นิ้ว-no.3209-9""",11140,"กรรไกร Solo 9นิ้ว No.3209-9""",เครื่องเขียน,,N,,,,,,,0.00,8852198246898,,,Y,Y,120.00,10.000,0.000
"กรรไกร-solo-ด้ามทอง-6.8นิ้ว-no.909-6.8""",11141,"กรรไกร Solo ด้ามทอง 6.8นิ้ว No.909-6.8""",เครื่องเขียน,,N,,,,,,,0.00,8852198133587,,,Y,Y,190.00,2.000,0.000
"กรรไกร-solo-ด้ามทอง-6.8นิ้ว-no.909-7.5""",10102,"กรรไกร Solo ด้ามทอง 6.8นิ้ว No.909-7.5""",เครื่องเขียน,,N,,,,,,,150.00,8852198133594,,,N,Y,220.00,,
กรรไกร-tw-9นิ้ว-no.3100,11143,กรรไกร TW 9นิ้ว No.3100,เครื่องเขียน,,N,,,,,,,70.00,02253060,,,N,Y,145.00,,
กรรไกร-จีน-6-1/2นิ้ว,11149,กรรไกร จีน 6 1/2นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,15.00,,
กรรไกร-จีน-6-1/2นิ้ว-1,11150,กรรไกร จีน 6 1/2นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,12.00,,
กรรไกร-จีน-7-1/2นิ้ว,11151,กรรไกร จีน 7 1/2นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,20.00,,
กรรไกร-จีนมีซอง-4นิ้ว,11152,กรรไกร จีนมีซอง 4นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,9.00,,
กรรไกร-จีนมีซอง-4นิ้ว-(1โหล),12101,กรรไกร จีนมีซอง 4นิ้ว (1โหล),เครื่องเขียน,,N,,,,,,,35.00,,,,N,Y,90.00,,
กรรไกร-จีนหาง-5-1/2นิ้ว,11148,กรรไกร จีนหาง 5 1/2นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,15.00,,
กรรไกร ซอย ตัดผม solingen,10807,กรรไกร ซอย ตัดผม solingen,เครื่องเขียน,,N,,,,,,,75.00,,,,Y,Y,120.00,100.000,0.000
"กรรไกร-ดำ-8""",12387,"กรรไกร ดำ 8""",เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,50.00,,
กรรไกร-ตราช้าง-5-นิ้ว,11153,กรรไกร ตราช้าง 5 นิ้ว,เครื่องเขียน,,N,,,,,,,10.00,,,,N,Y,19.00,,
กรรไกร ตัดผม solingen,10806,กรรไกร ตัดผม solingen,เครื่องเขียน,,N,,,,,,,75.00,,,,Y,Y,120.00,100.000,0.000
กรรไกรก้ามปู-golden-eagle,11154,กรรไกรก้ามปู Golden eagle,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,20.00,,
กรรไกรก้ามปู-golden-eagle-1โหล,12011,กรรไกรก้ามปู Golden eagle 1โหล,เครื่องเขียน,,N,,,,,,,160.00,,,,N,Y,220.00,,
